#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|00014	NODE_1_length_141231_cov_51.1498	9400	10161	762	1	No	0	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
metaerg.pl|02474	NODE_108_length_7413_cov_9.49688	3335	3571	237	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|02479	NODE_108_length_7413_cov_9.49688	4829	5026	198	-1	No	0	TIGR00202	"carbon storage regulator"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA3067;g__UBA3067;s__UBA3067 sp002366835
metaerg.pl|02533	NODE_113_length_7269_cov_7.29997	5548	6369	822	1	No	0	TIGR00571	"DNA adenine methylase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|02534	NODE_113_length_7269_cov_7.29997	6381	7268	888	1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|02537	NODE_114_length_7263_cov_11.9555	1516	3654	2139	-1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	unknow
metaerg.pl|02538	NODE_114_length_7263_cov_11.9555	3642	4448	807	-1	No	0	TIGR01633	"putative phage tail component, N-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus sp002174455
metaerg.pl|02539	NODE_114_length_7263_cov_11.9555	4465	7263	2799	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H ingluviei
metaerg.pl|02563	NODE_116_length_7237_cov_5.92509	5967	7235	1269	-1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum
metaerg.pl|02584	NODE_118_length_7146_cov_4.66521	6305	7144	840	-1	No	0	TIGR00218	"mannose-6-phosphate isomerase, class I"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|02592	NODE_119_length_7140_cov_8.18024	5978	7138	1161	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|02593	NODE_120_length_7129_cov_128.09	2	289	288	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|02616	NODE_122_length_7089_cov_23.8	1144	4152	3009	1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|02622	NODE_123_length_6983_cov_9.1632	1691	2152	462	-1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kalixensis
metaerg.pl|02625	NODE_123_length_6983_cov_9.1632	3008	3463	456	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
metaerg.pl|02646	NODE_125_length_6912_cov_5.03748	5284	5496	213	-1	No	0	TIGR00638	"molybdenum-pterin binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02647	NODE_125_length_6912_cov_5.03748	5519	6526	1008	-1	No	0	TIGR01179	"UDP-glucose 4-epimerase GalE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02657	NODE_126_length_6873_cov_12.8965	4810	6387	1578	-1	No	0	TIGR01539	"phage portal protein, lambda family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Fulvimarina;s__Fulvimarina sp002088275
metaerg.pl|02748	NODE_136_length_6500_cov_4.01846	4022	6499	2478	-1	No	0	TIGR02506	"ribonucleoside-diphosphate reductase, alpha subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_B
metaerg.pl|02757	NODE_137_length_6494_cov_67.7806	4079	5365	1287	-1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A sp002278035
metaerg.pl|02782	NODE_140_length_6301_cov_51.881	4056	4835	780	-1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02785	NODE_141_length_6259_cov_25.7569	115	621	507	1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|02788	NODE_141_length_6259_cov_25.7569	2390	3616	1227	1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|02789	NODE_141_length_6259_cov_25.7569	3613	4881	1269	1	No	0	TIGR01555	"phage-associated protein, HI1409 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_A
metaerg.pl|02790	NODE_141_length_6259_cov_25.7569	4838	5677	840	1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_A
metaerg.pl|02794	NODE_142_length_6255_cov_18.2969	797	988	192	-1	No	0	TIGR04111	"phage-associated protein, BcepMu gp16 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_J
metaerg.pl|02808	NODE_143_length_6250_cov_23.6704	1513	4815	3303	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombicola
metaerg.pl|02849	NODE_148_length_6025_cov_9.80034	908	1393	486	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_G
metaerg.pl|02858	NODE_149_length_5951_cov_170.599	1459	4560	3102	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger marinus
metaerg.pl|02870	NODE_150_length_5939_cov_24.0845	5305	5748	444	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|02873	NODE_151_length_5917_cov_5.35142	2379	3185	807	1	No	0	TIGR02218	"phage conserved hypothetical protein BR0599"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|02883	NODE_152_length_5842_cov_36.9623	3815	4693	879	1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|02887	NODE_153_length_5820_cov_4.87823	1206	2540	1335	1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nantensis
metaerg.pl|02888	NODE_153_length_5820_cov_4.87823	2545	4107	1563	1	No	0	TIGR01542	"phage portal protein, putative, A118 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K allii
metaerg.pl|02894	NODE_154_length_5791_cov_18.6029	2287	5550	3264	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|02900	NODE_155_length_5779_cov_3.59521	3064	3417	354	-1	No	0	TIGR01563	"putative phage head-tail adaptor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|02901	NODE_155_length_5779_cov_3.59521	3374	3739	366	-1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|02902	NODE_155_length_5779_cov_3.59521	3742	4998	1257	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|02904	NODE_156_length_5760_cov_6.09308	29	667	639	-1	No	0	TIGR00021	"ribose 5-phosphate isomerase A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02905	NODE_156_length_5760_cov_6.09308	1175	1669	495	1	No	0	TIGR00754	"bacterioferritin"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02906	NODE_156_length_5760_cov_6.09308	2128	4455	2328	-1	No	0	TIGR00360	"ComEC/Rec2-related protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02907	NODE_156_length_5760_cov_6.09308	4537	5760	1224	1	No	0	TIGR00464	"glutamate--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02914	NODE_158_length_5721_cov_163.021	4271	4951	681	1	No	0	TIGR01131	"ATP synthase F0, A subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__QFOR01;s__QFOR01 sp003248545
metaerg.pl|02909	NODE_157_length_5721_cov_8.27286	403	3543	3141	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kalixensis
metaerg.pl|02937	NODE_161_length_5600_cov_4.07268	1	2712	2712	-1	No	0	TIGR00422	"valine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|02939	NODE_161_length_5600_cov_4.07268	4042	5415	1374	-1	No	0	TIGR01844	"type I secretion outer membrane protein, TolC family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02948	NODE_163_length_5565_cov_65.2417	101	916	816	1	No	0	TIGR01610	"phage replication protein O, N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus griffiniae
metaerg.pl|02974	NODE_166_length_5384_cov_9.51304	4970	5383	414	1	No	0	TIGR01635	"phage virion morphogenesis protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella intestini
metaerg.pl|03010	NODE_172_length_5177_cov_7.68684	1	4824	4824	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03018	NODE_173_length_5162_cov_90.478	4631	5161	531	1	No	0	TIGR02274	"deoxycytidine triphosphate deaminase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|03020	NODE_174_length_5144_cov_5.43289	447	1181	735	-1	No	0	TIGR01600	"phage minor tail protein L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|03024	NODE_174_length_5144_cov_5.43289	2267	5143	2877	-1	No	0	TIGR01541	"phage tail tape measure protein, lambda family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|03025	NODE_175_length_5088_cov_12.6223	53	874	822	-1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03029	NODE_175_length_5088_cov_12.6223	2064	2831	768	-1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03033	NODE_176_length_5058_cov_14.7739	104	529	426	-1	No	0	TIGR01725	"phage protein, HK97 gp10 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|03034	NODE_176_length_5058_cov_14.7739	522	845	324	-1	No	0	TIGR01563	"putative phage head-tail adaptor"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|03035	NODE_176_length_5058_cov_14.7739	842	1159	318	-1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|03035	NODE_176_length_5058_cov_14.7739	842	1159	318	-1	No	0	TIGR02215	"phage conserved hypothetical protein, phiE125 gp8 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|03036	NODE_176_length_5058_cov_14.7739	1212	2429	1218	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03037	NODE_176_length_5058_cov_14.7739	2447	3106	660	-1	No	0	TIGR01543	"phage prohead protease, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03038	NODE_176_length_5058_cov_14.7739	3090	4286	1197	-1	No	0	TIGR01537	"phage portal protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03040	NODE_177_length_5003_cov_5.95857	106	663	558	-1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Brucella phage BiPBO1;
metaerg.pl|03040	NODE_177_length_5003_cov_5.95857	106	663	558	-1	No	0	TIGR02215	"phage conserved hypothetical protein, phiE125 gp8 family"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Brucella phage BiPBO1;
metaerg.pl|03042	NODE_177_length_5003_cov_5.95857	1005	2333	1329	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__63-22;s__63-22 sp001898995
metaerg.pl|03044	NODE_177_length_5003_cov_5.95857	3200	4414	1215	-1	No	0	TIGR01537	"phage portal protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__63-22;s__63-22 sp001898995
metaerg.pl|03054	NODE_179_length_4940_cov_4.15312	76	753	678	1	No	0	TIGR00033	"chorismate synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|03057	NODE_179_length_4940_cov_4.15312	3628	3897	270	1	No	0	TIGR00952	"ribosomal protein uS15"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|03068	NODE_180_length_4932_cov_5.87474	4195	4641	447	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_E;s__Lactobacillus_E bifermentans
metaerg.pl|03076	NODE_183_length_4855_cov_4.58292	2	1102	1101	1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides
metaerg.pl|03077	NODE_183_length_4855_cov_4.58292	1380	1682	303	1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K sp002872255
metaerg.pl|03078	NODE_183_length_4855_cov_4.58292	1651	2001	351	1	No	0	TIGR01563	"putative phage head-tail adaptor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii
metaerg.pl|03079	NODE_183_length_4855_cov_4.58292	1998	2420	423	1	No	0	TIGR01725	"phage protein, HK97 gp10 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii
metaerg.pl|03081	NODE_183_length_4855_cov_4.58292	2804	3538	735	1	No	0	TIGR01603	"phage major tail protein, phi13 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii
metaerg.pl|03086	NODE_184_length_4849_cov_5.5315	1780	4848	3069	1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|03093	NODE_186_length_4842_cov_7.33654	1195	1986	792	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03094	NODE_186_length_4842_cov_7.33654	1970	3373	1404	-1	No	0	TIGR01555	"phage-associated protein, HI1409 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03095	NODE_186_length_4842_cov_7.33654	3388	3996	609	-1	No	0	TIGR01630	"phage uncharacterized protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03099	NODE_187_length_4820_cov_11.3595	627	839	213	1	No	0	TIGR02419	"phage/conjugal plasmid C-4 type zinc finger protein, TraR family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|03102	NODE_187_length_4820_cov_11.3595	2429	3247	819	1	No	0	TIGR00571	"DNA adenine methylase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03107	NODE_188_length_4813_cov_17.8539	1827	2897	1071	-1	No	0	TIGR01540	"phage portal protein, PBSX family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|03112	NODE_181_length_4792_cov_5.34083	3591	4601	1011	1	No	0	TIGR01551	"phage major capsid protein, P2 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03118	NODE_190_length_4741_cov_4.4522	2	580	579	1	No	0	TIGR00006	"16S rRNA (cytosine(1402)-N(4))-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03121	NODE_190_length_4741_cov_4.4522	1695	3089	1395	-1	No	0	TIGR01087	"UDP-N-acetylmuramoylalanine--D-glutamate ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03122	NODE_190_length_4741_cov_4.4522	3094	4164	1071	-1	No	0	TIGR00445	"phospho-N-acetylmuramoyl-pentapeptide-transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03137	NODE_192_length_4693_cov_44.3997	3036	3806	771	1	No	0	TIGR01913	"phage recombination protein Bet"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_E
metaerg.pl|03138	NODE_192_length_4693_cov_44.3997	3790	4404	615	1	No	0	TIGR03033	"putative phage-type endonuclease"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_E
metaerg.pl|03139	NODE_192_length_4693_cov_44.3997	4405	4692	288	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|03191	NODE_200_length_4531_cov_67.8849	2231	2518	288	-1	No	0	TIGR01594	"phage holin, lambda family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|03195	NODE_201_length_4505_cov_9.8591	575	1414	840	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03196	NODE_201_length_4505_cov_9.8591	1371	2645	1275	-1	No	0	TIGR01555	"phage-associated protein, HI1409 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03197	NODE_201_length_4505_cov_9.8591	2642	4027	1386	-1	No	0	TIGR01630	"phage uncharacterized protein, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095
metaerg.pl|03215	NODE_204_length_4464_cov_80.0009	304	486	183	1	No	0	TIGR00202	"carbon storage regulator"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|03216	NODE_204_length_4464_cov_80.0009	479	961	483	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|03222	NODE_205_length_4463_cov_8.65835	214	720	507	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|03225	NODE_205_length_4463_cov_8.65835	2117	3361	1245	1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|03226	NODE_205_length_4463_cov_8.65835	3374	4462	1089	1	No	0	TIGR01538	"phage portal protein, SPP1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|03246	NODE_209_length_4400_cov_4.29827	722	3136	2415	-1	No	0	TIGR00472	"phenylalanine--tRNA ligase, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
