#GO_id	Name	Count	Count_pct
GO:0033596	"TSC1-TSC2 complex"	1	0.01
GO:0005694	"chromosome"	38	0.21
GO:0046336	"ethanolamine catabolic process"	1	0.01
GO:0004640	"phosphoribosylanthranilate isomerase activity"	2	0.01
GO:0004970	"ionotropic glutamate receptor activity"	4	0.02
GO:0000122	"negative regulation of transcription by RNA polymerase II"	2	0.01
GO:0004462	"lactoylglutathione lyase activity"	1	0.01
GO:0050380	"undecaprenyl-diphosphatase activity"	1	0.01
GO:0070038	"rRNA (pseudouridine-N3-)-methyltransferase activity"	1	0.01
GO:0103047	"methyl beta-D-glucoside 6-phosphate glucohydrolase activity"	12	0.07
GO:0044826	"viral genome integration into host DNA"	54	0.30
GO:0006796	"phosphate-containing compound metabolic process"	1	0.01
GO:0039615	"T=1 icosahedral viral capsid"	33	0.18
GO:0008137	"NADH dehydrogenase (ubiquinone) activity"	22	0.12
GO:0034396	"negative regulation of transcription from RNA polymerase II promoter in response to iron"	1	0.01
GO:0015035	"protein disulfide oxidoreductase activity"	7	0.04
GO:0004632	"phosphopantothenate--cysteine ligase activity"	3	0.02
GO:0005615	"extracellular space"	9	0.05
GO:0071578	"zinc ion import across plasma membrane"	2	0.01
GO:0042493	"response to drug"	11	0.06
GO:0016989	"sigma factor antagonist activity"	1	0.01
GO:0015692	"lead ion transport"	6	0.03
GO:0006048	"UDP-N-acetylglucosamine biosynthetic process"	3	0.02
GO:0008814	"citrate CoA-transferase activity"	4	0.02
GO:0003989	"acetyl-CoA carboxylase activity"	9	0.05
GO:0006744	"ubiquinone biosynthetic process"	13	0.07
GO:0019272	"L-alanine biosynthetic process from pyruvate"	1	0.01
GO:0042254	"ribosome biogenesis"	12	0.07
GO:0006826	"iron ion transport"	7	0.04
GO:0052381	"tRNA dimethylallyltransferase activity"	2	0.01
GO:0008865	"fructokinase activity"	1	0.01
GO:0006450	"regulation of translational fidelity"	5	0.03
GO:0046626	"regulation of insulin receptor signaling pathway"	1	0.01
GO:0015141	"succinate transmembrane transporter activity"	1	0.01
GO:0008811	"chloramphenicol O-acetyltransferase activity"	3	0.02
GO:0003942	"N-acetyl-gamma-glutamyl-phosphate reductase activity"	3	0.02
GO:0019323	"pentose catabolic process"	3	0.02
GO:0004559	"alpha-mannosidase activity"	1	0.01
GO:0008815	"citrate (pro-3S)-lyase activity"	5	0.03
GO:0008320	"protein transmembrane transporter activity"	1	0.01
GO:0015169	"glycerol-3-phosphate transmembrane transporter activity"	1	0.01
GO:0019344	"cysteine biosynthetic process"	4	0.02
GO:0050577	"GDP-L-fucose synthase activity"	1	0.01
GO:0009450	"gamma-aminobutyric acid catabolic process"	12	0.07
GO:0009860	"pollen tube growth"	1	0.01
GO:0004108	"citrate (Si)-synthase activity"	2	0.01
GO:0019509	"L-methionine salvage from methylthioadenosine"	3	0.02
GO:0009970	"cellular response to sulfate starvation"	1	0.01
GO:0051410	"detoxification of nitrogen compound"	1	0.01
GO:0008877	"glucose-1-phosphatase activity"	1	0.01
GO:0042803	"protein homodimerization activity"	26	0.14
GO:0006464	"cellular protein modification process"	8	0.04
GO:0071915	"protein-lysine lysylation"	1	0.01
GO:0015658	"branched-chain amino acid transmembrane transporter activity"	7	0.04
GO:0000049	"tRNA binding"	99	0.54
GO:0031419	"cobalamin binding"	22	0.12
GO:0046295	"glycolate biosynthetic process"	1	0.01
GO:0005534	"galactose binding"	3	0.02
GO:0070040	"rRNA (adenine-C2-)-methyltransferase activity"	4	0.02
GO:0006784	"heme a biosynthetic process"	4	0.02
GO:0008899	"homoserine O-succinyltransferase activity"	2	0.01
GO:0015689	"molybdate ion transport"	3	0.02
GO:0042578	"phosphoric ester hydrolase activity"	2	0.01
GO:0006397	"mRNA processing"	13	0.07
GO:0009243	"O antigen biosynthetic process"	10	0.05
GO:0045151	"acetoin biosynthetic process"	3	0.02
GO:0046890	"regulation of lipid biosynthetic process"	1	0.01
GO:0006435	"threonyl-tRNA aminoacylation"	6	0.03
GO:0005788	"endoplasmic reticulum lumen"	1	0.01
GO:0030255	"protein secretion by the type IV secretion system"	1	0.01
GO:0030091	"protein repair"	7	0.04
GO:0004609	"phosphatidylserine decarboxylase activity"	2	0.01
GO:0003688	"DNA replication origin binding"	4	0.02
GO:0005749	"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"	1	0.01
GO:0010172	"embryonic body morphogenesis"	1	0.01
GO:0019752	"carboxylic acid metabolic process"	2	0.01
GO:0003992	"N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity"	3	0.02
GO:0004449	"isocitrate dehydrogenase (NAD+) activity"	2	0.01
GO:1990904	"ribonucleoprotein complex"	5	0.03
GO:0071322	"cellular response to carbohydrate stimulus"	1	0.01
GO:0008820	"cobinamide phosphate guanylyltransferase activity"	1	0.01
GO:0030600	"feruloyl esterase activity"	2	0.01
GO:0006760	"folic acid-containing compound metabolic process"	2	0.01
GO:0042867	"pyruvate catabolic process"	1	0.01
GO:0061603	"molybdenum cofactor guanylyltransferase activity"	1	0.01
GO:0103053	"1-ethyladenine demethylase activity"	3	0.02
GO:0019104	"DNA N-glycosylase activity"	1	0.01
GO:0051992	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity"	5	0.03
GO:0045947	"negative regulation of translational initiation"	3	0.02
GO:0046168	"glycerol-3-phosphate catabolic process"	4	0.02
GO:0015233	"pantothenate transmembrane transporter activity"	2	0.01
GO:0015267	"channel activity"	4	0.02
GO:0006270	"DNA replication initiation"	21	0.12
GO:0032329	"serine transport"	2	0.01
GO:0044776	"DNA polymerase III, core complex"	1	0.01
GO:0071522	"ureidoglycine aminohydrolase activity"	3	0.02
GO:0046677	"response to antibiotic"	71	0.39
GO:0006259	"DNA metabolic process"	12	0.07
GO:0009877	"nodulation"	11	0.06
GO:0008718	"D-amino-acid dehydrogenase activity"	1	0.01
GO:0002098	"tRNA wobble uridine modification"	7	0.04
GO:0030604	"1-deoxy-D-xylulose-5-phosphate reductoisomerase activity"	1	0.01
GO:0008270	"zinc ion binding"	193	1.06
GO:0039684	"rolling circle single-stranded viral DNA replication"	5	0.03
GO:0016835	"carbon-oxygen lyase activity"	2	0.01
GO:0042744	"hydrogen peroxide catabolic process"	3	0.02
GO:0042450	"arginine biosynthetic process via ornithine"	6	0.03
GO:0004418	"hydroxymethylbilane synthase activity"	5	0.03
GO:0009245	"lipid A biosynthetic process"	24	0.13
GO:0045239	"tricarboxylic acid cycle enzyme complex"	3	0.02
GO:0004049	"anthranilate synthase activity"	7	0.04
GO:0042952	"beta-ketoadipate pathway"	3	0.02
GO:0009061	"anaerobic respiration"	15	0.08
GO:0004489	"methylenetetrahydrofolate reductase (NAD(P)H) activity"	2	0.01
GO:0006284	"base-excision repair"	9	0.05
GO:0042242	"cobyrinic acid a,c-diamide synthase activity"	2	0.01
GO:0019358	"nicotinate nucleotide salvage"	1	0.01
GO:0000100	"S-methylmethionine transmembrane transporter activity"	1	0.01
GO:0050385	"ureidoglycolate lyase activity"	1	0.01
GO:0004799	"thymidylate synthase activity"	4	0.02
GO:0018455	"alcohol dehydrogenase [NAD(P)+] activity"	1	0.01
GO:0045150	"acetoin catabolic process"	1	0.01
GO:0006145	"purine nucleobase catabolic process"	1	0.01
GO:0009317	"acetyl-CoA carboxylase complex"	6	0.03
GO:0090482	"vitamin transmembrane transporter activity"	1	0.01
GO:0006699	"bile acid biosynthetic process"	1	0.01
GO:0043173	"nucleotide salvage"	4	0.02
GO:0070417	"cellular response to cold"	3	0.02
GO:0015727	"lactate transport"	3	0.02
GO:0009395	"phospholipid catabolic process"	1	0.01
GO:0004401	"histidinol-phosphatase activity"	3	0.02
GO:0004612	"phosphoenolpyruvate carboxykinase (ATP) activity"	3	0.02
GO:0050773	"regulation of dendrite development"	1	0.01
GO:0008728	"GTP diphosphokinase activity"	13	0.07
GO:0006564	"L-serine biosynthetic process"	6	0.03
GO:0000967	"rRNA 5'-end processing"	3	0.02
GO:0019305	"dTDP-rhamnose biosynthetic process"	5	0.03
GO:0004180	"carboxypeptidase activity"	3	0.02
GO:0098015	"virus tail"	38	0.21
GO:0010212	"response to ionizing radiation"	11	0.06
GO:0042626	"ATPase activity, coupled to transmembrane movement of substances"	64	0.35
GO:1904668	"positive regulation of ubiquitin protein ligase activity"	1	0.01
GO:0004066	"asparagine synthase (glutamine-hydrolyzing) activity"	3	0.02
GO:0006301	"postreplication repair"	1	0.01
GO:0005516	"calmodulin binding"	1	0.01
GO:0030789	"precorrin-3B C17-methyltransferase activity"	2	0.01
GO:0032324	"molybdopterin cofactor biosynthetic process"	1	0.01
GO:0016705	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	11	0.06
GO:0004399	"histidinol dehydrogenase activity"	3	0.02
GO:0005355	"glucose transmembrane transporter activity"	1	0.01
GO:0006835	"dicarboxylic acid transport"	6	0.03
GO:0004345	"glucose-6-phosphate dehydrogenase activity"	7	0.04
GO:0018826	"methionine gamma-lyase activity"	1	0.01
GO:0046386	"deoxyribose phosphate catabolic process"	1	0.01
GO:0005577	"fibrinogen complex"	1	0.01
GO:0005794	"Golgi apparatus"	5	0.03
GO:0006750	"glutathione biosynthetic process"	12	0.07
GO:0016884	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	2	0.01
GO:0051092	"positive regulation of NF-kappaB transcription factor activity"	1	0.01
GO:0005528	"FK506 binding"	1	0.01
GO:0002935	"tRNA (adenine-C2-)-methyltransferase activity"	4	0.02
GO:0044262	"cellular carbohydrate metabolic process"	2	0.01
GO:0031362	"anchored component of external side of plasma membrane"	7	0.04
GO:1902444	"riboflavin binding"	2	0.01
GO:0009010	"sorbitol-6-phosphate 2-dehydrogenase activity"	1	0.01
GO:0052591	"sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"	1	0.01
GO:0001887	"selenium compound metabolic process"	1	0.01
GO:0016430	"tRNA (adenine-N6-)-methyltransferase activity"	2	0.01
GO:0001882	"nucleoside binding"	1	0.01
GO:0000738	"DNA catabolic process, exonucleolytic"	2	0.01
GO:0046942	"carboxylic acid transport"	2	0.01
GO:0004586	"ornithine decarboxylase activity"	1	0.01
GO:0051453	"regulation of intracellular pH"	1	0.01
GO:0033573	"high-affinity iron permease complex"	2	0.01
GO:0005764	"lysosome"	2	0.01
GO:1901135	"carbohydrate derivative metabolic process"	7	0.04
GO:0004851	"uroporphyrin-III C-methyltransferase activity"	4	0.02
GO:0019177	"dihydroneopterin triphosphate pyrophosphohydrolase activity"	1	0.01
GO:0008745	"N-acetylmuramoyl-L-alanine amidase activity"	41	0.23
GO:2001234	"negative regulation of apoptotic signaling pathway"	1	0.01
GO:0052656	"L-isoleucine transaminase activity"	3	0.02
GO:0004731	"purine-nucleoside phosphorylase activity"	2	0.01
GO:0099016	"DNA end degradation evasion by virus"	5	0.03
GO:0098684	"photoreceptor ribbon synapse"	1	0.01
GO:0120162	"positive regulation of cold-induced thermogenesis"	1	0.01
GO:0071423	"malate transmembrane transport"	1	0.01
GO:0006633	"fatty acid biosynthetic process"	46	0.25
GO:0010468	"regulation of gene expression"	4	0.02
GO:0046983	"protein dimerization activity"	16	0.09
GO:0018896	"dibenzothiophene catabolic process"	1	0.01
GO:0032567	"dGTP binding"	1	0.01
GO:0015081	"sodium ion transmembrane transporter activity"	7	0.04
GO:0016755	"transferase activity, transferring amino-acyl groups"	3	0.02
GO:0009086	"methionine biosynthetic process"	23	0.13
GO:0008963	"phospho-N-acetylmuramoyl-pentapeptide-transferase activity"	6	0.03
GO:0004658	"propionyl-CoA carboxylase activity"	2	0.01
GO:0010044	"response to aluminum ion"	1	0.01
GO:0008199	"ferric iron binding"	3	0.02
GO:0046686	"response to cadmium ion"	9	0.05
GO:0012506	"vesicle membrane"	1	0.01
GO:0008679	"2-hydroxy-3-oxopropionate reductase activity"	1	0.01
GO:0061711	"N(6)-L-threonylcarbamoyladenine synthase activity"	4	0.02
GO:0009383	"rRNA (cytosine-C5-)-methyltransferase activity"	1	0.01
GO:0003988	"acetyl-CoA C-acyltransferase activity"	2	0.01
GO:0009750	"response to fructose"	1	0.01
GO:0031226	"intrinsic component of plasma membrane"	5	0.03
GO:0015888	"thiamine transport"	5	0.03
GO:0030163	"protein catabolic process"	5	0.03
GO:0004515	"nicotinate-nucleotide adenylyltransferase activity"	2	0.01
GO:0055085	"transmembrane transport"	337	1.85
GO:0033387	"putrescine biosynthetic process from ornithine"	1	0.01
GO:0052865	"1-deoxy-D-xylulose 5-phosphate biosynthetic process"	7	0.04
GO:0048038	"quinone binding"	23	0.13
GO:0051540	"metal cluster binding"	1	0.01
GO:0000105	"histidine biosynthetic process"	31	0.17
GO:0016149	"translation release factor activity, codon specific"	8	0.04
GO:2000899	"xyloglucan catabolic process"	1	0.01
GO:0046228	"2,4,5-trichlorophenoxyacetic acid catabolic process"	1	0.01
GO:0045254	"pyruvate dehydrogenase complex"	2	0.01
GO:0003987	"acetate-CoA ligase activity"	2	0.01
GO:0098797	"plasma membrane protein complex"	3	0.02
GO:0055086	"nucleobase-containing small molecule metabolic process"	2	0.01
GO:0016866	"intramolecular transferase activity"	3	0.02
GO:0050223	"protocatechuate decarboxylase activity"	3	0.02
GO:0043164	"Gram-negative-bacterium-type cell wall biogenesis"	2	0.01
GO:0004630	"phospholipase D activity"	1	0.01
GO:0015126	"canalicular bile acid transmembrane transporter activity"	1	0.01
GO:0031545	"peptidyl-proline 4-dioxygenase activity"	1	0.01
GO:0006062	"sorbitol catabolic process"	1	0.01
GO:0004765	"shikimate kinase activity"	2	0.01
GO:0071949	"FAD binding"	39	0.21
GO:0001522	"pseudouridine synthesis"	11	0.06
GO:0008254	"3'-nucleotidase activity"	2	0.01
GO:0048474	"D-methionine transmembrane transporter activity"	2	0.01
GO:0047462	"phenylalanine racemase (ATP-hydrolyzing) activity"	1	0.01
GO:0006289	"nucleotide-excision repair"	24	0.13
GO:1990196	"MacAB-TolC complex"	2	0.01
GO:0102264	"tRNA-dihydrouridine20 synthase activity"	4	0.02
GO:0016208	"AMP binding"	1	0.01
GO:0098932	"disruption by virus of host cell wall peptidoglycan during virus entry"	1	0.01
GO:0008251	"tRNA-specific adenosine deaminase activity"	1	0.01
GO:1990238	"double-stranded DNA endodeoxyribonuclease activity"	2	0.01
GO:0004356	"glutamate-ammonia ligase activity"	4	0.02
GO:0004340	"glucokinase activity"	3	0.02
GO:0031072	"heat shock protein binding"	2	0.01
GO:0051266	"sirohydrochlorin ferrochelatase activity"	2	0.01
GO:0051898	"negative regulation of protein kinase B signaling"	1	0.01
GO:0006261	"DNA-dependent DNA replication"	48	0.26
GO:0016763	"transferase activity, transferring pentosyl groups"	7	0.04
GO:0007420	"brain development"	1	0.01
GO:0035485	"adenine/guanine mispair binding"	1	0.01
GO:0006083	"acetate metabolic process"	1	0.01
GO:0009073	"aromatic amino acid family biosynthetic process"	17	0.09
GO:0009534	"chloroplast thylakoid"	1	0.01
GO:0004553	"hydrolase activity, hydrolyzing O-glycosyl compounds"	38	0.21
GO:0015794	"glycerol-3-phosphate transmembrane transport"	1	0.01
GO:0015648	"lipid-linked peptidoglycan transporter activity"	8	0.04
GO:0045087	"innate immune response"	1	0.01
GO:0008676	"3-deoxy-8-phosphooctulonate synthase activity"	2	0.01
GO:0005102	"signaling receptor binding"	2	0.01
GO:0009236	"cobalamin biosynthetic process"	45	0.25
GO:0042245	"RNA repair"	2	0.01
GO:0009288	"bacterial-type flagellum"	1	0.01
GO:0006546	"glycine catabolic process"	1	0.01
GO:0034040	"lipid-transporting ATPase activity"	5	0.03
GO:0019898	"extrinsic component of membrane"	2	0.01
GO:0009420	"bacterial-type flagellum filament"	1	0.01
GO:0010997	"anaphase-promoting complex binding"	1	0.01
GO:0099002	"viral genome ejection through host cell envelope, short tail mechanism"	13	0.07
GO:0043802	"hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity"	2	0.01
GO:0015344	"siderophore uptake transmembrane transporter activity"	1	0.01
GO:0042802	"identical protein binding"	49	0.27
GO:0051087	"chaperone binding"	3	0.02
GO:0043086	"negative regulation of catalytic activity"	1	0.01
GO:0042717	"plasma membrane-derived chromatophore membrane"	2	0.01
GO:0046392	"galactarate catabolic process"	5	0.03
GO:0046689	"response to mercury ion"	1	0.01
GO:0008237	"metallopeptidase activity"	35	0.19
GO:0044341	"sodium-dependent phosphate transport"	1	0.01
GO:0009736	"cytokinin-activated signaling pathway"	1	0.01
GO:0070814	"hydrogen sulfide biosynthetic process"	2	0.01
GO:1901002	"positive regulation of response to salt stress"	1	0.01
GO:0099621	"undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity"	1	0.01
GO:0071273	"morphine catabolic process"	1	0.01
GO:0008033	"tRNA processing"	27	0.15
GO:0048029	"monosaccharide binding"	1	0.01
GO:0102132	"3-oxo-pimeloyl-[acp] methyl ester reductase activity"	1	0.01
GO:0004181	"metallocarboxypeptidase activity"	1	0.01
GO:0004139	"deoxyribose-phosphate aldolase activity"	1	0.01
GO:0004140	"dephospho-CoA kinase activity"	3	0.02
GO:0051903	"S-(hydroxymethyl)glutathione dehydrogenase activity"	1	0.01
GO:0050560	"aspartate-tRNA(Asn) ligase activity"	3	0.02
GO:0008276	"protein methyltransferase activity"	9	0.05
GO:0006979	"response to oxidative stress"	19	0.10
GO:0004819	"glutamine-tRNA ligase activity"	1	0.01
GO:0004024	"alcohol dehydrogenase activity, zinc-dependent"	1	0.01
GO:0050897	"cobalt ion binding"	18	0.10
GO:0032496	"response to lipopolysaccharide"	1	0.01
GO:0004476	"mannose-6-phosphate isomerase activity"	6	0.03
GO:0019805	"quinolinate biosynthetic process"	1	0.01
GO:0019134	"glucosamine-1-phosphate N-acetyltransferase activity"	3	0.02
GO:0003984	"acetolactate synthase activity"	9	0.05
GO:0006693	"prostaglandin metabolic process"	1	0.01
GO:0020012	"evasion or tolerance of host immune response"	1	0.01
GO:0006096	"glycolytic process"	55	0.30
GO:0042351	"'de novo' GDP-L-fucose biosynthetic process"	1	0.01
GO:0051276	"chromosome organization"	3	0.02
GO:0048471	"perinuclear region of cytoplasm"	2	0.01
GO:0004530	"deoxyribonuclease I activity"	4	0.02
GO:0008289	"lipid binding"	5	0.03
GO:0016024	"CDP-diacylglycerol biosynthetic process"	2	0.01
GO:0008195	"phosphatidate phosphatase activity"	1	0.01
GO:0030894	"replisome"	2	0.01
GO:0004818	"glutamate-tRNA ligase activity"	2	0.01
GO:0031125	"rRNA 3'-end processing"	1	0.01
GO:0047324	"phosphoenolpyruvate-glycerone phosphotransferase activity"	3	0.02
GO:0047449	"2-dehydro-3-deoxy-L-arabinonate dehydratase activity"	2	0.01
GO:0004335	"galactokinase activity"	3	0.02
GO:0036292	"DNA rewinding"	1	0.01
GO:0009706	"chloroplast inner membrane"	2	0.01
GO:0016992	"lipoate synthase activity"	4	0.02
GO:0040018	"positive regulation of multicellular organism growth"	1	0.01
GO:0015407	"monosaccharide-transporting ATPase activity"	3	0.02
GO:0019264	"glycine biosynthetic process from serine"	2	0.01
GO:0031427	"response to methotrexate"	1	0.01
GO:0051029	"rRNA transport"	1	0.01
GO:0045272	"plasma membrane respiratory chain complex I"	1	0.01
GO:0047813	"D-arabinitol 4-dehydrogenase activity"	2	0.01
GO:0044780	"bacterial-type flagellum assembly"	5	0.03
GO:0043737	"deoxyribonuclease V activity"	2	0.01
GO:0046855	"inositol phosphate dephosphorylation"	2	0.01
GO:0046061	"dATP catabolic process"	1	0.01
GO:0030366	"molybdopterin synthase activity"	1	0.01
GO:0046537	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"	3	0.02
GO:0005525	"GTP binding"	126	0.69
GO:0018454	"acetoacetyl-CoA reductase activity"	1	0.01
GO:0055130	"D-alanine catabolic process"	1	0.01
GO:0051301	"cell division"	94	0.52
GO:0033014	"tetrapyrrole biosynthetic process"	11	0.06
GO:0006164	"purine nucleotide biosynthetic process"	12	0.07
GO:0008690	"3-deoxy-manno-octulosonate cytidylyltransferase activity"	2	0.01
GO:1904680	"peptide transmembrane transporter activity"	2	0.01
GO:0001216	"bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"	13	0.07
GO:0008677	"2-dehydropantoate 2-reductase activity"	2	0.01
GO:0010041	"response to iron(III) ion"	1	0.01
GO:0042170	"plastid membrane"	1	0.01
GO:0006616	"SRP-dependent cotranslational protein targeting to membrane, translocation"	1	0.01
GO:0006596	"polyamine biosynthetic process"	2	0.01
GO:0004107	"chorismate synthase activity"	4	0.02
GO:0008798	"beta-aspartyl-peptidase activity"	1	0.01
GO:0070180	"large ribosomal subunit rRNA binding"	1	0.01
GO:0006529	"asparagine biosynthetic process"	5	0.03
GO:0018106	"peptidyl-histidine phosphorylation"	2	0.01
GO:0046047	"TTP catabolic process"	1	0.01
GO:0070726	"cell wall assembly"	1	0.01
GO:0004124	"cysteine synthase activity"	4	0.02
GO:0004856	"xylulokinase activity"	1	0.01
GO:0006808	"regulation of nitrogen utilization"	20	0.11
GO:0006754	"ATP biosynthetic process"	5	0.03
GO:0009316	"3-isopropylmalate dehydratase complex"	1	0.01
GO:0004022	"alcohol dehydrogenase (NAD) activity"	9	0.05
GO:0006741	"NADP biosynthetic process"	4	0.02
GO:0006307	"DNA dealkylation involved in DNA repair"	1	0.01
GO:0000716	"transcription-coupled nucleotide-excision repair, DNA damage recognition"	5	0.03
GO:0009442	"allantoin assimilation pathway"	1	0.01
GO:0030956	"glutamyl-tRNA(Gln) amidotransferase complex"	4	0.02
GO:0006520	"cellular amino acid metabolic process"	9	0.05
GO:0052856	"NADHX epimerase activity"	3	0.02
GO:0019404	"galactitol catabolic process"	3	0.02
GO:0005267	"potassium channel activity"	2	0.01
GO:0045088	"regulation of innate immune response"	1	0.01
GO:0102908	"quarternary amine transporter activity"	2	0.01
GO:0046656	"folic acid biosynthetic process"	6	0.03
GO:0016657	"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor"	1	0.01
GO:0000101	"sulfur amino acid transport"	5	0.03
GO:0044238	"primary metabolic process"	4	0.02
GO:0047489	"pectate disaccharide-lyase activity"	2	0.01
GO:0008986	"pyruvate, water dikinase activity"	1	0.01
GO:0006355	"regulation of transcription, DNA-templated"	178	0.98
GO:0018339	"peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid"	3	0.02
GO:0006094	"gluconeogenesis"	27	0.15
GO:0006457	"protein folding"	31	0.17
GO:0102099	"FAD-dependent urate hydroxylase activity"	2	0.01
GO:0003700	"DNA-binding transcription factor activity"	110	0.60
GO:0044248	"cellular catabolic process"	2	0.01
GO:0043420	"anthranilate metabolic process"	1	0.01
GO:0016740	"transferase activity"	64	0.35
GO:0016776	"phosphotransferase activity, phosphate group as acceptor"	8	0.04
GO:0042995	"cell projection"	1	0.01
GO:0008121	"ubiquinol-cytochrome-c reductase activity"	11	0.06
GO:0006515	"protein quality control for misfolded or incompletely synthesized proteins"	10	0.05
GO:0008649	"rRNA methyltransferase activity"	4	0.02
GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	32	0.18
GO:0030798	"trans-aconitate 2-methyltransferase activity"	2	0.01
GO:0005747	"mitochondrial respiratory chain complex I"	1	0.01
GO:0000922	"spindle pole"	1	0.01
GO:0007165	"signal transduction"	23	0.13
GO:0005680	"anaphase-promoting complex"	1	0.01
GO:0046618	"drug export"	3	0.02
GO:0098996	"disruption of host cell glycocalyx during viral entry"	1	0.01
GO:0030168	"platelet activation"	1	0.01
GO:0047121	"isoquinoline 1-oxidoreductase activity"	1	0.01
GO:2000186	"negative regulation of phosphate transmembrane transport"	2	0.01
GO:0004596	"peptide alpha-N-acetyltransferase activity"	1	0.01
GO:0032007	"negative regulation of TOR signaling"	1	0.01
GO:0016041	"glutamate synthase (ferredoxin) activity"	1	0.01
GO:0070493	"thrombin-activated receptor signaling pathway"	1	0.01
GO:0008615	"pyridoxine biosynthetic process"	6	0.03
GO:0015441	"beta-glucan-transporting ATPase activity"	2	0.01
GO:0042823	"pyridoxal phosphate biosynthetic process"	5	0.03
GO:0016485	"protein processing"	2	0.01
GO:0009166	"nucleotide catabolic process"	6	0.03
GO:0004789	"thiamine-phosphate diphosphorylase activity"	3	0.02
GO:0015432	"bile acid-exporting ATPase activity"	1	0.01
GO:0015292	"uniporter activity"	1	0.01
GO:0008260	"3-oxoacid CoA-transferase activity"	2	0.01
GO:0015786	"UDP-glucose transmembrane transport"	1	0.01
GO:0009026	"tagaturonate reductase activity"	1	0.01
GO:0042597	"periplasmic space"	89	0.49
GO:0005304	"L-valine transmembrane transporter activity"	1	0.01
GO:0032412	"regulation of ion transmembrane transporter activity"	1	0.01
GO:0006574	"valine catabolic process"	2	0.01
GO:0042286	"glutamate-1-semialdehyde 2,1-aminomutase activity"	4	0.02
GO:0043811	"phosphate:acyl-[acyl carrier protein] acyltransferase activity"	3	0.02
GO:0030246	"carbohydrate binding"	19	0.10
GO:0009082	"branched-chain amino acid biosynthetic process"	3	0.02
GO:0030004	"cellular monovalent inorganic cation homeostasis"	7	0.04
GO:0004775	"succinate-CoA ligase (ADP-forming) activity"	2	0.01
GO:0036108	"4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process"	1	0.01
GO:0012501	"programmed cell death"	1	0.01
GO:0006002	"fructose 6-phosphate metabolic process"	3	0.02
GO:0007018	"microtubule-based movement"	2	0.01
GO:0008666	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity"	4	0.02
GO:0006121	"mitochondrial electron transport, succinate to ubiquinone"	1	0.01
GO:0006072	"glycerol-3-phosphate metabolic process"	11	0.06
GO:0004170	"dUTP diphosphatase activity"	2	0.01
GO:0006523	"alanine biosynthetic process"	5	0.03
GO:0006605	"protein targeting"	28	0.15
GO:0043725	"2-keto-3-deoxygluconate aldolase activity"	1	0.01
GO:0006401	"RNA catabolic process"	18	0.10
GO:0006418	"tRNA aminoacylation for protein translation"	43	0.24
GO:0003743	"translation initiation factor activity"	6	0.03
GO:0017057	"6-phosphogluconolactonase activity"	1	0.01
GO:0098719	"sodium ion import across plasma membrane"	1	0.01
GO:0051538	"3 iron, 4 sulfur cluster binding"	13	0.07
GO:0016682	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	9	0.05
GO:0016310	"phosphorylation"	20	0.11
GO:0015920	"lipopolysaccharide transport"	1	0.01
GO:0055114	"oxidation-reduction process"	372	2.05
GO:0030430	"host cell cytoplasm"	124	0.68
GO:0052927	"CTP:tRNA cytidylyltransferase activity"	3	0.02
GO:0004112	"cyclic-nucleotide phosphodiesterase activity"	2	0.01
GO:0019897	"extrinsic component of plasma membrane"	7	0.04
GO:0051289	"protein homotetramerization"	5	0.03
GO:0046854	"phosphatidylinositol phosphorylation"	6	0.03
GO:0004792	"thiosulfate sulfurtransferase activity"	3	0.02
GO:0043571	"maintenance of CRISPR repeat elements"	1	0.01
GO:0006203	"dGTP catabolic process"	3	0.02
GO:0046627	"negative regulation of insulin receptor signaling pathway"	1	0.01
GO:0030001	"metal ion transport"	14	0.08
GO:0033786	"heptose-1-phosphate adenylyltransferase activity"	3	0.02
GO:0034419	"L-2-hydroxyglutarate oxidase activity"	1	0.01
GO:0016765	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	18	0.10
GO:0008650	"rRNA (uridine-2'-O-)-methyltransferase activity"	2	0.01
GO:0008712	"ADP-glyceromanno-heptose 6-epimerase activity"	1	0.01
GO:0008658	"penicillin binding"	26	0.14
