#Enzyme_id	Name	Count	Count_pct
2.7.1.95	"Kanamycin kinase."	2	0.01
4.2.2.n1	"Peptidoglycan lytic exotransglycosylase."	4	0.02
4.6.1.1	"Adenylate cyclase."	2	0.01
1.1.1.25	"Shikimate dehydrogenase."	3	0.02
4.1.2.14	"2-dehydro-3-deoxy-phosphogluconate aldolase."	1	0.01
3.6.4.13	"RNA helicase."	29	0.16
7.1.1.3	"Ubiquinol oxidase (H(+)-transporting)."	4	0.02
2.7.7.23	"UDP-N-acetylglucosamine diphosphorylase."	3	0.02
2.2.1.2	"Transaldolase."	2	0.01
1.1.1.140	"Sorbitol-6-phosphate 2-dehydrogenase."	1	0.01
6.3.4.18	"5-(carboxyamino)imidazole ribonucleotide synthase."	2	0.01
1.7.2.1	"Nitrite reductase (NO-forming)."	1	0.01
3.5.1.5	"Urease."	5	0.03
1.4.3.16	"L-aspartate oxidase."	1	0.01
6.3.1.2	"Glutamine synthetase."	3	0.02
4.1.3.16	"4-hydroxy-2-oxoglutarate aldolase."	1	0.01
2.1.1.266	"23S rRNA (adenine(2030)-N(6))-methyltransferase."	1	0.01
2.7.1.113	"Deoxyguanosine kinase."	5	0.03
5.3.1.15	"D-lyxose ketol-isomerase."	1	0.01
2.7.1.31	"Glycerate 3-kinase."	1	0.01
2.7.1.213	"Cytidine kinase."	1	0.01
3.1.5.1	"dGTPase."	2	0.01
4.1.1.104	"3-dehydro-4-phosphotetronate decarboxylase."	1	0.01
2.1.1.177	"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase."	1	0.01
2.7.2.15	"Propionate kinase."	1	0.01
2.3.1.275	"Acyl phosphate:glycerol-3-phosphate acyltransferase."	2	0.01
5.3.1.9	"Glucose-6-phosphate isomerase."	7	0.04
3.7.1.3	"Kynureninase."	1	0.01
6.3.5.-	"Carbon--nitrogen ligases with glutamine as amido-N-donor."	4	0.02
1.3.5.1	"Succinate dehydrogenase (quinone)."	4	0.02
7.1.1.7	"Ubiquinol oxidase (electrogenic, proton-motive force generating)."	2	0.01
1.14.11.47	"[50S ribosomal protein L16]-arginine 3-hydroxylase."	1	0.01
2.7.1.-	"Phosphotransferases with an alcohol group as acceptor."	10	0.05
1.1.5.-	"With a quinone or similar compound as acceptor."	1	0.01
2.7.7.41	"Phosphatidate cytidylyltransferase."	2	0.01
3.1.3.6	"3'-nucleotidase."	2	0.01
2.7.1.21	"Thymidine kinase."	5	0.03
2.5.1.78	"6,7-dimethyl-8-ribityllumazine synthase."	1	0.01
4.2.1.126	"N-acetylmuramic acid 6-phosphate etherase."	2	0.01
4.1.1.98	"4-hydroxy-3-polyprenylbenzoate decarboxylase."	1	0.01
3.5.1.25	"N-acetylglucosamine-6-phosphate deacetylase."	2	0.01
2.3.1.184	"Acyl-homoserine-lactone synthase."	2	0.01
3.1.3.2	"Acid phosphatase."	1	0.01
1.1.1.79	"Glyoxylate reductase (NADP(+))."	2	0.01
2.5.1.74	"1,4-dihydroxy-2-naphthoate polyprenyltransferase."	1	0.01
1.4.99.-	"With other acceptors."	1	0.01
4.2.3.1	"Threonine synthase."	4	0.02
1.14.11.-	"With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors."	1	0.01
2.1.1.195	"Cobalt-precorrin-5B (C(1))-methyltransferase."	1	0.01
3.6.1.31	"Phosphoribosyl-ATP diphosphatase."	2	0.01
2.7.4.1	"Polyphosphate kinase."	7	0.04
1.2.1.16	"Succinate-semialdehyde dehydrogenase (NAD(P)(+))."	2	0.01
6.3.4.13	"Phosphoribosylamine--glycine ligase."	7	0.04
2.1.3.15	"Acetyl-CoA carboxytransferase."	4	0.02
6.1.1.14	"Glycine--tRNA ligase."	13	0.07
2.7.1.191	"Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase."	4	0.02
7.2.2.14	"P-type Mg(2+) transporter."	4	0.02
2.1.1.133	"Precorrin-4 C(11)-methyltransferase."	4	0.02
4.2.1.40	"Glucarate dehydratase."	2	0.01
1.6.5.2	"NAD(P)H dehydrogenase (quinone)."	1	0.01
2.4.1.-	"Hexosyltransferases."	12	0.07
3.4.11.1	"Leucyl aminopeptidase."	7	0.04
4.2.3.4	"3-dehydroquinate synthase."	3	0.02
6.3.2.13	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase."	3	0.02
3.1.3.5	"5'-nucleotidase."	9	0.05
4.4.1.1	"Cystathionine gamma-lyase."	1	0.01
3.6.1.67	"Dihydroneopterin triphosphate diphosphatase."	1	0.01
5.4.3.8	"Glutamate-1-semialdehyde 2,1-aminomutase."	4	0.02
6.3.4.14	"Biotin carboxylase."	7	0.04
1.1.1.402	"D-erythritol 1-phosphate dehydrogenase."	2	0.01
2.1.1.182	"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase."	4	0.02
2.7.1.4	"Fructokinase."	1	0.01
1.5.1.5	"Methylenetetrahydrofolate dehydrogenase (NADP(+))."	3	0.02
3.6.1.3	"Adenosinetriphosphatase."	1	0.01
1.2.4.2	"Oxoglutarate dehydrogenase (succinyl-transferring)."	2	0.01
3.4.11.5	"Prolyl aminopeptidase."	2	0.01
1.1.1.41	"Isocitrate dehydrogenase (NAD(+))."	1	0.01
1.1.1.26	"Glyoxylate reductase."	3	0.02
2.3.1.40	"Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase."	1	0.01
1.14.13.39	"Nitric-oxide synthase (NADPH)."	1	0.01
4.1.2.20	"2-dehydro-3-deoxyglucarate aldolase."	1	0.01
2.4.1.80	"Ceramide glucosyltransferase."	1	0.01
3.5.1.88	"Peptide deformylase."	1	0.01
5.3.1.24	"Phosphoribosylanthranilate isomerase."	2	0.01
1.5.1.-	"With NAD(+) or NADP(+) as acceptor."	1	0.01
1.1.1.385	"Dihydroanticapsin 7-dehydrogenase."	1	0.01
6.1.1.21	"Histidine--tRNA ligase."	6	0.03
3.1.11.5	"Exodeoxyribonuclease V."	3	0.02
2.4.2.17	"ATP phosphoribosyltransferase."	3	0.02
3.5.4.25	"GTP cyclohydrolase II."	3	0.02
3.1.4.46	"Glycerophosphodiester phosphodiesterase."	1	0.01
5.1.1.12	"Ornithine racemase."	1	0.01
5.1.1.3	"Glutamate racemase."	5	0.03
4.2.1.8	"Mannonate dehydratase."	3	0.02
3.1.21.1	"Deoxyribonuclease I."	4	0.02
2.3.2.6	"Lysine/arginine leucyltransferase."	1	0.01
6.1.1.3	"Threonine--tRNA ligase."	6	0.03
3.4.21.53	"Endopeptidase La."	8	0.04
3.4.11.25	"Beta-peptidyl aminopeptidase."	1	0.01
2.7.11.-	"Protein-serine/threonine kinases."	1	0.01
5.3.3.2	"Isopentenyl-diphosphate Delta-isomerase."	1	0.01
2.7.7.99	"N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase."	1	0.01
6.3.1.1	"Aspartate--ammonia ligase."	2	0.01
4.2.1.9	"Dihydroxy-acid dehydratase."	5	0.03
1.1.1.95	"Phosphoglycerate dehydrogenase."	4	0.02
2.7.4.2	"Phosphomevalonate kinase."	1	0.01
2.7.1.16	"Ribulokinase."	2	0.01
1.1.3.21	"Glycerol-3-phosphate oxidase."	3	0.02
4.1.2.40	"Tagatose-bisphosphate aldolase."	4	0.02
2.7.1.39	"Homoserine kinase."	3	0.02
2.4.1.337	"1,2-diacylglycerol 3-alpha-glucosyltransferase."	2	0.01
6.3.4.5	"Argininosuccinate synthase."	6	0.03
7.2.2.16	"ABC-type ferric hydroxamate transporter."	1	0.01
2.7.7.77	"Molybdenum cofactor guanylyltransferase."	1	0.01
5.4.99.61	"Precorrin-8X methylmutase."	2	0.01
6.3.2.1	"Pantoate--beta-alanine ligase (AMP-forming)."	3	0.02
2.3.2.3	"Lysyltransferase."	1	0.01
1.17.1.8	"4-hydroxy-tetrahydrodipicolinate reductase."	5	0.03
1.9.3.1	"Cytochrome-c oxidase."	4	0.02
3.5.2.5	"Allantoinase."	1	0.01
1.4.1.-	"With NAD(+) or NADP(+) as acceptor."	1	0.01
7.3.2.4	"ABC-type nitrate transporter."	1	0.01
3.2.1.-	"Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds."	4	0.02
3.4.19.5	"Beta-aspartyl-peptidase."	1	0.01
7.2.2.5	"ABC-type Mn(2+) transporter."	1	0.01
6.3.2.12	"Dihydrofolate synthase."	2	0.01
3.1.21.2	"Deoxyribonuclease IV."	3	0.02
1.3.98.3	"Coproporphyrinogen dehydrogenase."	2	0.01
3.5.3.9	"Allantoate deiminase."	1	0.01
2.3.1.61	"Dihydrolipoyllysine-residue succinyltransferase."	1	0.01
2.5.1.54	"3-deoxy-7-phosphoheptulonate synthase."	1	0.01
1.1.1.410	"D-erythronate 2-dehydrogenase."	1	0.01
2.6.-.-	"Transferring nitrogenous groups."	1	0.01
1.1.1.329	"2-deoxy-scyllo-inosamine dehydrogenase."	1	0.01
1.3.1.9	"Enoyl-[acyl-carrier-protein] reductase (NADH)."	4	0.02
6.2.1.20	"Long-chain-fatty-acid--[acyl-carrier-protein] ligase."	1	0.01
7.5.2.3	"ABC-type beta-glucan transporter."	2	0.01
3.1.4.4	"Phospholipase D."	1	0.01
7.1.1.2	"NADH:ubiquinone reductase (H(+)-translocating)."	2	0.01
6.3.3.1	"Phosphoribosylformylglycinamidine cyclo-ligase."	2	0.01
3.3.1.1	"Adenosylhomocysteinase."	1	0.01
4.1.1.20	"Diaminopimelate decarboxylase."	3	0.02
3.4.11.4	"Tripeptide aminopeptidase."	2	0.01
6.3.2.5	"Phosphopantothenate--cysteine ligase (CTP)."	3	0.02
1.1.1.94	"Glycerol-3-phosphate dehydrogenase (NAD(P)(+))."	3	0.02
6.3.5.4	"Asparagine synthase (glutamine-hydrolyzing)."	1	0.01
4.3.3.7	"4-hydroxy-tetrahydrodipicolinate synthase."	2	0.01
4.1.1.37	"Uroporphyrinogen decarboxylase."	4	0.02
2.3.1.241	"Kdo(2)-lipid IV(A) lauroyltransferase."	1	0.01
6.3.4.20	"7-cyano-7-deazaguanine synthase."	2	0.01
2.1.1.289	"Cobalt-precorrin-7 (C(5))-methyltransferase."	1	0.01
3.5.3.26	"(S)-ureidoglycine aminohydrolase."	3	0.02
1.1.1.49	"Glucose-6-phosphate dehydrogenase (NADP(+))."	7	0.04
2.7.4.6	"Nucleoside-diphosphate kinase."	1	0.01
3.1.4.16	"2',3'-cyclic-nucleotide 2'-phosphodiesterase."	2	0.01
5.1.-.-	"Racemases and epimerases."	2	0.01
2.1.1.148	"Thymidylate synthase (FAD)."	1	0.01
2.4.99.17	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase."	5	0.03
1.1.1.85	"3-isopropylmalate dehydrogenase."	4	0.02
3.4.23.36	"Signal peptidase II."	2	0.01
3.1.26.-	"Endoribonucleases producing 5'-phosphomonoesters."	2	0.01
6.3.2.9	"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase."	5	0.03
1.2.1.12	"Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)."	2	0.01
1.14.11.33	"DNA oxidative demethylase."	3	0.02
6.3.4.3	"Formate--tetrahydrofolate ligase."	4	0.02
3.2.2.9	"Adenosylhomocysteine nucleosidase."	3	0.02
2.7.1.2	"Glucokinase."	2	0.01
2.7.1.15	"Ribokinase."	2	0.01
3.1.3.-	"Phosphoric monoester hydrolases."	5	0.03
1.1.1.267	"1-deoxy-D-xylulose-5-phosphate reductoisomerase."	1	0.01
2.1.1.113	"Site-specific DNA-methyltransferase (cytosine-N(4)-specific)."	12	0.07
4.1.2.13	"Fructose-bisphosphate aldolase."	3	0.02
1.11.1.6	"Catalase."	3	0.02
3.6.1.-	"In phosphorus-containing anhydrides."	5	0.03
3.2.1.23	"Beta-galactosidase."	3	0.02
2.7.8.5	"CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase."	2	0.01
1.1.5.12	"D-lactate dehydrogenase (quinone)."	2	0.01
3.1.1.7	"Acetylcholinesterase."	1	0.01
2.1.1.264	"23S rRNA (guanine(2069)-N(7))-methyltransferase."	1	0.01
5.3.1.13	"Arabinose-5-phosphate isomerase."	2	0.01
2.4.2.7	"Adenine phosphoribosyltransferase."	1	0.01
2.3.1.35	"Glutamate N-acetyltransferase."	5	0.03
3.1.2.4	"3-hydroxyisobutyryl-CoA hydrolase."	2	0.01
4.3.1.18	"D-serine ammonia-lyase."	1	0.01
3.4.21.96	"Lactocepin."	1	0.01
3.5.4.9	"Methenyltetrahydrofolate cyclohydrolase."	3	0.02
2.7.8.24	"Phosphatidylcholine synthase."	1	0.01
1.1.1.163	"Cyclopentanol dehydrogenase."	1	0.01
2.7.1.11	"6-phosphofructokinase."	2	0.01
2.7.2.11	"Glutamate 5-kinase."	3	0.02
3.4.16.4	"Serine-type D-Ala-D-Ala carboxypeptidase."	17	0.09
6.1.1.4	"Leucine--tRNA ligase."	5	0.03
1.1.1.34	"Hydroxymethylglutaryl-CoA reductase (NADPH)."	1	0.01
2.3.3.10	"Hydroxymethylglutaryl-CoA synthase."	1	0.01
7.2.2.9	"P-type Cu(2+) transporter."	1	0.01
7.5.2.6	"ABC-type lipid A-core oligosaccharide transporter."	5	0.03
5.1.3.2	"UDP-glucose 4-epimerase."	2	0.01
2.7.1.130	"Tetraacyldisaccharide 4'-kinase."	2	0.01
1.14.13.240	"2-polyprenylphenol 6-hydroxylase."	1	0.01
4.2.1.3	"Aconitate hydratase."	9	0.05
2.6.1.52	"Phosphoserine transaminase."	1	0.01
1.3.3.3	"Coproporphyrinogen oxidase."	2	0.01
5.4.2.10	"Phosphoglucosamine mutase."	1	0.01
4.3.2.1	"Argininosuccinate lyase."	4	0.02
6.3.5.1	"NAD(+) synthase (glutamine-hydrolyzing)."	2	0.01
7.1.2.2	"H(+)-transporting two-sector ATPase."	18	0.10
6.3.2.3	"Glutathione synthase."	6	0.03
3.2.1.17	"Lysozyme."	11	0.06
1.3.1.54	"Precorrin-6A reductase."	2	0.01
3.1.3.25	"Inositol-phosphate phosphatase."	2	0.01
2.2.1.6	"Acetolactate synthase."	9	0.05
1.3.-.-	"Acting on the CH-CH group of donors."	8	0.04
4.1.1.5	"Acetolactate decarboxylase."	1	0.01
4.1.1.65	"Phosphatidylserine decarboxylase."	2	0.01
4.2.2.9	"Pectate disaccharide-lyase."	2	0.01
7.4.2.10	"ABC-type glutathione transporter."	6	0.03
2.3.1.1	"Amino-acid N-acetyltransferase."	5	0.03
3.5.2.6	"Beta-lactamase."	1	0.01
3.1.11.3	"Exodeoxyribonuclease (lambda-induced)."	2	0.01
1.1.1.100	"3-oxoacyl-[acyl-carrier-protein] reductase."	1	0.01
2.5.1.19	"3-phosphoshikimate 1-carboxyvinyltransferase."	3	0.02
6.3.2.4	"D-alanine--D-alanine ligase."	1	0.01
2.7.7.6	"DNA-directed RNA polymerase."	19	0.10
5.1.1.8	"4-hydroxyproline epimerase."	3	0.02
2.7.4.9	"dTMP kinase."	1	0.01
1.1.1.374	"UDP-N-acetylglucosamine 3-dehydrogenase."	2	0.01
3.5.1.10	"Formyltetrahydrofolate deformylase."	1	0.01
3.5.1.1	"Asparaginase."	1	0.01
2.7.7.72	"CCA tRNA nucleotidyltransferase."	3	0.02
2.7.1.76	"Deoxyadenosine kinase."	4	0.02
5.1.3.3	"Aldose 1-epimerase."	1	0.01
4.1.1.44	"4-carboxymuconolactone decarboxylase."	1	0.01
1.7.99.4	"Nitrate reductase."	1	0.01
2.5.1.17	"Corrinoid adenosyltransferase."	2	0.01
2.3.1.9	"Acetyl-CoA C-acetyltransferase."	3	0.02
3.2.1.10	"Oligo-1,6-glucosidase."	1	0.01
5.1.1.-	"Acting on amino acids and derivatives."	4	0.02
4.6.1.15	"FAD-AMP lyase (cyclizing)."	1	0.01
3.4.24.70	"Oligopeptidase A."	4	0.02
4.3.3.6	"Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)."	2	0.01
2.7.11.32	"[Pyruvate, phosphate dikinase] kinase."	3	0.02
3.5.4.16	"GTP cyclohydrolase I."	1	0.01
1.-.-.-	"Oxidoreductases."	31	0.17
3.1.13.1	"Exoribonuclease II."	11	0.06
2.7.1.49	"Hydroxymethylpyrimidine kinase."	2	0.01
4.2.1.2	"Fumarate hydratase."	3	0.02
2.5.1.18	"Glutathione transferase."	2	0.01
3.1.13.-	"Exoribonucleases producing 5'-phosphomonoesters."	2	0.01
2.1.2.2	"Phosphoribosylglycinamide formyltransferase."	1	0.01
3.6.4.-	"Acting on ATP; involved in cellular and subcellular movement."	29	0.16
2.5.1.3	"Thiamine phosphate synthase."	3	0.02
4.2.1.103	"Cyclohexyl-isocyanide hydratase."	1	0.01
3.6.-.-	"Acting on acid anhydrides."	15	0.08
3.1.3.104	"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase."	1	0.01
2.1.3.2	"Aspartate carbamoyltransferase."	1	0.01
4.99.1.1	"Protoporphyrin ferrochelatase."	1	0.01
4.1.1.36 6.3.2.5	""	1	0.01
1.1.1.3	"Homoserine dehydrogenase."	3	0.02
2.7.13.3	"Histidine kinase."	43	0.24
4.2.1.11	"Phosphopyruvate hydratase."	6	0.03
2.7.1.156	"Adenosylcobinamide kinase."	1	0.01
3.2.1.21	"Beta-glucosidase."	8	0.04
1.17.1.9	"Formate dehydrogenase."	3	0.02
6.3.4.19	"tRNA(Ile)-lysidine synthetase."	2	0.01
1.14.13.24	"3-hydroxybenzoate 6-monooxygenase."	1	0.01
5.4.99.2	"Methylmalonyl-CoA mutase."	2	0.01
7.3.2.1	"ABC-type phosphate transporter."	3	0.02
3.5.4.30	"dCTP deaminase (dUMP-forming)."	2	0.01
3.1.1.31	"6-phosphogluconolactonase."	1	0.01
1.1.1.22	"UDP-glucose 6-dehydrogenase."	2	0.01
2.6.1.42	"Branched-chain-amino-acid transaminase."	3	0.02
6.3.5.13	"Lipid II isoglutaminyl synthase (glutamine-hydrolyzing)."	1	0.01
2.1.1.14	"5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase."	2	0.01
1.17.4.1	"Ribonucleoside-diphosphate reductase."	24	0.13
2.1.1.198	"16S rRNA (cytidine(1402)-2'-O)-methyltransferase."	6	0.03
3.5.1.18	"Succinyl-diaminopimelate desuccinylase."	3	0.02
1.8.4.11	"Peptide-methionine (S)-S-oxide reductase."	5	0.03
5.4.99.12	"tRNA pseudouridine(38-40) synthase."	4	0.02
2.1.1.166	"23S rRNA (uridine(2552)-2'-O)-methyltransferase."	1	0.01
1.3.1.76	"Precorrin-2 dehydrogenase."	2	0.01
3.1.1.73	"Feruloyl esterase."	2	0.01
2.3.1.191	"UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase."	1	0.01
4.1.99.22	"GTP 3',8-cyclase."	5	0.03
2.1.1.170	"16S rRNA (guanine(527)-N(7))-methyltransferase."	3	0.02
3.4.-.-	"Acting on peptide bonds (peptidases)."	34	0.19
6.1.1.12	"Aspartate--tRNA ligase."	4	0.02
2.1.1.33	"tRNA (guanine(46)-N(7))-methyltransferase."	1	0.01
2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	17	0.09
7.1.1.1	"Proton-translocating NAD(P)(+) transhydrogenase."	4	0.02
1.1.1.381	"3-hydroxy acid dehydrogenase."	1	0.01
3.2.1.52	"Beta-N-acetylhexosaminidase."	2	0.01
2.6.1.98	"UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase."	4	0.02
2.5.1.9	"Riboflavin synthase."	2	0.01
3.1.1.96	"D-aminoacyl-tRNA deacylase."	1	0.01
4.6.1.12	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase."	2	0.01
1.10.3.-	"With oxygen as acceptor."	12	0.07
6.3.4.2	"CTP synthase (glutamine hydrolyzing)."	2	0.01
5.4.2.8	"Phosphomannomutase."	1	0.01
5.1.3.13	"dTDP-4-dehydrorhamnose 3,5-epimerase."	1	0.01
1.18.1.2	"Ferredoxin--NADP(+) reductase."	1	0.01
6.2.1.26	"o-succinylbenzoate--CoA ligase."	1	0.01
1.2.1.5	"Aldehyde dehydrogenase (NAD(P)(+))."	1	0.01
3.1.22.4	"Crossover junction endodeoxyribonuclease."	4	0.02
2.7.4.25	"(d)CMP kinase."	1	0.01
6.4.1.3	"Propionyl-CoA carboxylase."	2	0.01
1.1.1.317	"Perakine reductase."	1	0.01
2.7.6.2	"Thiamine diphosphokinase."	1	0.01
5.1.3.4	"L-ribulose-5-phosphate 4-epimerase."	2	0.01
1.4.7.1	"Glutamate synthase (ferredoxin)."	1	0.01
2.1.3.-	"Carboxy- and carbamoyltransferases."	1	0.01
7.2.2.10	"P-type Ca(2+) transporter."	4	0.02
4.3.1.17	"L-serine ammonia-lyase."	6	0.03
3.5.2.9	"5-oxoprolinase (ATP-hydrolyzing)."	3	0.02
5.4.99.9	"UDP-galactopyranose mutase."	1	0.01
1.14.11.2	"Procollagen-proline 4-dioxygenase."	1	0.01
5.1.3.1	"Ribulose-phosphate 3-epimerase."	1	0.01
1.1.1.127	"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase."	1	0.01
5.4.99.-	"Transferring other groups."	5	0.03
3.4.11.14	"Cytosol alanyl aminopeptidase."	2	0.01
1.1.1.2	"Alcohol dehydrogenase (NADP(+))."	1	0.01
2.1.1.223	"tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase."	2	0.01
2.5.1.10	"(2E,6E)-farnesyl diphosphate synthase."	1	0.01
1.17.7.3	"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)."	5	0.03
2.7.8.-	"Transferases for other substituted phosphate groups."	7	0.04
2.8.1.7	"Cysteine desulfurase."	5	0.03
6.1.1.20	"Phenylalanine--tRNA ligase."	15	0.08
5.3.1.6	"Ribose-5-phosphate isomerase."	2	0.01
2.6.1.2	"Alanine transaminase."	3	0.02
1.1.99.6	"D-lactate dehydrogenase (acceptor)."	1	0.01
3.4.25.2	"HslU--HslV peptidase."	3	0.02
2.8.3.8	"Acetate CoA-transferase."	1	0.01
2.7.1.6	"Galactokinase."	3	0.02
3.1.-.-	"Acting on ester bonds."	73	0.40
3.1.21.4	"Type II site-specific deoxyribonuclease."	3	0.02
2.6.1.16	"Glutamine--fructose-6-phosphate transaminase (isomerizing)."	5	0.03
4.2.1.46	"dTDP-glucose 4,6-dehydratase."	2	0.01
2.7.1.29	"Glycerone kinase."	1	0.01
2.1.1.176	"16S rRNA (cytosine(967)-C(5))-methyltransferase."	1	0.01
2.3.1.269	"Apolipoprotein N-acyltransferase."	6	0.03
4.2.1.129	"Squalene--hopanol cyclase."	1	0.01
2.3.1.-	"Transferring groups other than amino-acyl groups."	13	0.07
2.5.1.15	"Dihydropteroate synthase."	3	0.02
2.6.1.112	"(S)-ureidoglycine--glyoxylate transaminase."	1	0.01
4.1.1.48	"Indole-3-glycerol-phosphate synthase."	2	0.01
2.7.7.4	"Sulfate adenylyltransferase."	1	0.01
5.1.1.11	"Phenylalanine racemase (ATP-hydrolyzing)."	1	0.01
3.5.99.2	"Aminopyrimidine aminohydrolase."	2	0.01
4.1.1.96	"Carboxynorspermidine decarboxylase."	3	0.02
2.1.1.132	"Precorrin-6B C(5,15)-methyltransferase (decarboxylating)."	2	0.01
6.2.1.5	"Succinate--CoA ligase (ADP-forming)."	2	0.01
3.5.2.3	"Dihydroorotase."	8	0.04
3.2.2.16 3.2.2.9	""	1	0.01
3.2.-.-	"Glycosylases."	1	0.01
3.-.-.-	"Hydrolases."	5	0.03
2.1.1.130	"Precorrin-2 C(20)-methyltransferase."	2	0.01
1.1.1.-	"With NAD(+) or NADP(+) as acceptor."	12	0.07
5.1.3.20	"ADP-glyceromanno-heptose 6-epimerase."	1	0.01
6.3.5.2	"GMP synthase (glutamine-hydrolyzing)."	9	0.05
3.5.1.128	"Deaminated glutathione amidase."	2	0.01
7.6.2.2	"ABC-type xenobiotic transporter."	1	0.01
2.6.1.82	"Putrescine--2-oxoglutarate transaminase."	1	0.01
2.7.1.205	"Protein-N(pi)-phosphohistidine--D-cellobiose phosphotransferase."	1	0.01
7.6.2.9	"ABC-type quaternary amine transporter."	2	0.01
4.2.1.24	"Porphobilinogen synthase."	1	0.01
2.7.4.22	"UMP kinase."	3	0.02
5.4.99.24	"23S rRNA pseudouridine(955/2504/2580) synthase."	1	0.01
3.4.11.2	"Membrane alanyl aminopeptidase."	3	0.02
2.7.2.3	"Phosphoglycerate kinase."	2	0.01
3.1.11.1	"Exodeoxyribonuclease I."	2	0.01
3.1.2.-	"Thiolester hydrolases."	3	0.02
2.3.1.31	"Homoserine O-acetyltransferase."	1	0.01
5.1.99.6	"NAD(P)H-hydrate epimerase."	3	0.02
5.4.2.12	"Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)."	3	0.02
2.1.3.3	"Ornithine carbamoyltransferase."	1	0.01
2.7.8.7	"Holo-[acyl-carrier-protein] synthase."	2	0.01
3.4.11.18	"Methionyl aminopeptidase."	4	0.02
2.4.2.22	"Xanthine phosphoribosyltransferase."	1	0.01
2.4.1.227	"Undecaprenyldiphospho-muramoylpentapeptide beta-N-"	6	0.03
1.11.1.15	"Peroxiredoxin."	9	0.05
3.6.1.8	"ATP diphosphatase."	1	0.01
3.4.23.-	"Aspartic endopeptidases."	1	0.01
3.1.3.3	"Phosphoserine phosphatase."	1	0.01
2.1.1.199	"16S rRNA (cytosine(1402)-N(4))-methyltransferase."	7	0.04
3.1.25.-	"Site-specific endodeoxyribonucleases specific for altered bases."	2	0.01
2.3.1.12	"Dihydrolipoyllysine-residue acetyltransferase."	2	0.01
6.1.1.1	"Tyrosine--tRNA ligase."	1	0.01
6.1.1.6	"Lysine--tRNA ligase."	6	0.03
2.6.1.92	"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase."	1	0.01
6.3.5.5	"Carbamoyl-phosphate synthase (glutamine-hydrolyzing)."	8	0.04
1.97.1.-	"Other oxidoreductases."	2	0.01
1.2.7.-	"With an iron-sulfur protein as acceptor."	3	0.02
6.3.3.2	"5-formyltetrahydrofolate cyclo-ligase."	2	0.01
5.6.2.2	"DNA topoisomerase (ATP-hydrolyzing)."	12	0.07
2.5.1.-	"Transferring alkyl or aryl groups, other than methyl groups."	6	0.03
2.7.8.26	"Adenosylcobinamide-GDP ribazoletransferase."	2	0.01
2.1.1.178	"16S rRNA (cytosine(1407)-C(5))-methyltransferase."	1	0.01
2.4.2.8	"Hypoxanthine phosphoribosyltransferase."	1	0.01
4.2.99.18	"DNA-(apurinic or apyrimidinic site) lyase."	1	0.01
2.3.1.8	"Phosphate acetyltransferase."	1	0.01
2.7.10.2	"Non-specific protein-tyrosine kinase."	1	0.01
2.4.-.-	"Glycosyltransferases."	6	0.03
2.7.7.70	"D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase."	3	0.02
3.5.1.-	"In linear amides."	8	0.04
1.4.4.2	"Glycine dehydrogenase (aminomethyl-transferring)."	5	0.03
3.2.2.23	"DNA-formamidopyrimidine glycosylase."	5	0.03
1.3.1.100	"Chanoclavine-I aldehyde reductase."	1	0.01
3.5.4.13	"dCTP deaminase."	8	0.04
2.7.1.148	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase."	2	0.01
1.1.3.15	"(S)-2-hydroxy-acid oxidase."	1	0.01
3.2.2.31	"Adenine glycosylase."	1	0.01
5.3.1.1	"Triose-phosphate isomerase."	3	0.02
2.3.1.157	"Glucosamine-1-phosphate N-acetyltransferase."	3	0.02
3.6.3.41	"Transferred entry: 7.6.2.5."	2	0.01
4.2.1.146	"L-galactonate dehydratase."	1	0.01
2.7.4.16	"Thiamine-phosphate kinase."	1	0.01
